age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
26,Private,95444,Bachelors,14,Never-married,Prof-specialty,Not-in-family,White,Male,50703,947,67,United-States,<=50K
46,Private,20278,Some-college,6,Divorced,Transport-moving,Own-child,White,Male,2,0,73,United-States,>50K
25,Local-gov,159259,Some-college,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,942,0,27,United-States,<=50K
27,Private,27197,HS-grad,8,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,1,23,United-States,<=50K
59,?,134454,Some-college,11,Separated,Machine-op-inspct,Own-child,White,Male,99857,0,60,United-States,>50K
41,Local-gov,202814,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,33053,0,29,Japan,<=50K
23,Local-gov,201260,Some-college,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,210,3,39,United-States,<=50K
46,Self-emp-not-inc,80734,Bachelors,8,Married-civ-spouse,Transport-moving,Unmarried,White,Male,1,0,33,United-States,<=50K
26,Federal-gov,309721,Some-college,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,4620,0,38,United-States,>50K
19,Self-emp-not-inc,382462,HS-grad,8,Married-civ-spouse,?,Not-in-family,White,Male,61297,0,25,Mexico,<=50K
33,Private,137384,11th,13,Married-civ-spouse,Adm-clerical,Own-child,White,Male,29338,0,44,United-States,>50K
57,Local-gov,475658,HS-grad,12,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Male,67800,54,43,United-States,<=50K
41,Private,414992,Bachelors,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,57793,34,63,Poland,<=50K
27,?,67093,Some-college,12,Married-civ-spouse,Craft-repair,Husband,White,Male,13094,1,51,United-States,<=50K
37,Self-emp-not-inc,94683,9th,8,Never-married,Adm-clerical,Husband,White,Male,7399,0,60,United-States,<=50K
38,Private,86660,HS-grad,13,Married-civ-spouse,Protective-serv,Wife,Black,Male,49326,0,47,United-States,>50K
36,Private,370126,Prof-school,7,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,563,172,47,United-States,<=50K
24,Private,66080,Bachelors,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,14645,0,43,United-States,<=50K
24,Private,135072,Assoc-acdm,7,Married-civ-spouse,Sales,Husband,White,Female,39421,57,36,United-States,<=50K
48,Self-emp-not-inc,208068,Some-college,15,Widowed,Prof-specialty,Own-child,White,Male,40279,0,18,China,>50K
32,?,482142,Some-college,3,Never-married,Handlers-cleaners,Husband,White,Male,293,0,21,United-States,<=50K
43,Private,87148,7th-8th,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,90871,0,33,United-States,<=50K
22,Private,251546,11th,9,Married-civ-spouse,?,Not-in-family,White,Female,62416,4,41,United-States,<=50K
56,Local-gov,83611,HS-grad,11,Divorced,Other-service,Husband,White,Female,48878,0,48,United-States,<=50K
39,Private,256685,Bachelors,5,Never-married,Adm-clerical,Not-in-family,White,Male,74787,5,17,United-States,<=50K
42,?,137142,10th,13,Married-spouse-absent,Other-service,Husband,White,Male,23656,0,43,Haiti,<=50K
40,Private,382581,HS-grad,10,Never-married,Sales,Husband,Asian-Pac-Islander,Male,92483,0,46,United-States,>50K
49,State-gov,117319,Masters,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3070,0,46,United-States,<=50K
21,Private,120557,Some-college,10,Never-married,?,Husband,White,Male,7988,0,24,United-States,<=50K
41,Federal-gov,96921,Prof-school,11,Never-married,Prof-specialty,Own-child,White,Male,81775,0,26,United-States,>50K
58,Private,174753,Some-college,9,Married-spouse-absent,Other-service,Husband,White,Male,435,0,46,United-States,<=50K
44,Self-emp-not-inc,469664,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,37024,0,28,United-States,<=50K
35,Private,245025,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,99960,0,35,United-States,<=50K
28,Private,171515,Some-college,7,Married-civ-spouse,Craft-repair,Unmarried,White,Male,57409,0,37,United-States,<=50K
38,Private,70160,Bachelors,8,Never-married,Exec-managerial,Husband,White,Male,16,72,68,United-States,>50K
68,Private,235938,Assoc-voc,6,Divorced,?,Not-in-family,White,Male,46014,238,32,United-States,<=50K
46,Self-emp-not-inc,142983,HS-grad,14,Divorced,Prof-specialty,Own-child,White,Female,92372,0,36,Mexico,<=50K
74,Private,120043,5th-6th,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,76747,1,53,United-States,>50K
33,Private,171794,Bachelors,4,Divorced,Transport-moving,Own-child,White,Female,96457,0,34,United-States,<=50K
23,Private,191619,Masters,10,Never-married,Handlers-cleaners,Husband,White,Male,10467,0,42,United-States,<=50K
45,Private,483489,Bachelors,7,Never-married,Handlers-cleaners,Other-relative,White,Male,20604,2,48,United-States,<=50K
37,Private,147363,1st-4th,12,Never-married,Prof-specialty,Husband,White,Male,32973,2,36,United-States,>50K
24,Private,166366,HS-grad,8,Never-married,Prof-specialty,Not-in-family,White,Female,17236,0,29,United-States,<=50K
67,Private,52451,HS-grad,8,Married-spouse-absent,Craft-repair,Husband,White,Male,19323,0,36,United-States,<=50K
68,Private,32477,HS-grad,10,Divorced,Exec-managerial,Not-in-family,White,Female,87213,1,54,United-States,>50K
41,Self-emp-not-inc,189280,11th,12,Married-civ-spouse,Exec-managerial,Own-child,White,Male,257,0,52,United-States,<=50K
36,Private,210941,HS-grad,10,Never-married,Prof-specialty,Husband,White,Male,11103,307,46,United-States,<=50K
27,Private,33427,Assoc-acdm,6,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,2233,1,10,United-States,<=50K
35,Private,331540,Some-college,3,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,47700,0,27,United-States,<=50K
34,Private,271170,Assoc-acdm,9,Never-married,Adm-clerical,Husband,White,Male,8896,4,29,United-States,<=50K
47,Private,97986,Bachelors,7,Never-married,Prof-specialty,Husband,White,Male,102,55,49,United-States,>50K
42,State-gov,376035,9th,9,Married-civ-spouse,Sales,Unmarried,White,Female,56160,316,41,United-States,<=50K
39,Private,90977,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,7010,0,29,United-States,<=50K
33,Private,137935,HS-grad,8,Never-married,Sales,Husband,Amer-Indian-Eskimo,Female,1310,17,46,United-States,<=50K
56,Private,149752,Some-college,6,Widowed,Sales,Not-in-family,White,Male,4425,1,41,El-Salvador,<=50K
51,Private,242717,HS-grad,12,Divorced,Sales,Not-in-family,White,Male,95441,0,45,United-States,<=50K
45,Private,59513,Some-college,11,Married-civ-spouse,Priv-house-serv,Own-child,White,Male,17806,2,52,United-States,<=50K
43,Private,258812,7th-8th,12,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,89624,0,32,United-States,<=50K
69,Private,146498,HS-grad,7,Separated,Other-service,Not-in-family,White,Male,3477,8,39,United-States,>50K
20,?,418107,10th,11,Never-married,Sales,Own-child,Black,Male,75936,94,58,United-States,>50K
45,Self-emp-not-inc,59881,10th,7,Married-civ-spouse,Adm-clerical,Husband,White,Female,30370,0,20,United-States,<=50K
32,Local-gov,304363,HS-grad,11,Married-civ-spouse,Other-service,Husband,White,Male,93884,92,20,United-States,<=50K
39,Self-emp-not-inc,74069,Some-college,11,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,77440,0,48,United-States,>50K
19,Private,90064,Some-college,7,Never-married,Transport-moving,Husband,White,Male,32,0,70,United-States,<=50K
40,Private,553343,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,39457,0,48,United-States,<=50K
31,Private,375901,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,70665,4,44,United-States,<=50K
37,Private,411143,Bachelors,11,Married-civ-spouse,Sales,Wife,White,Male,21847,0,31,United-States,>50K
52,Private,257689,Bachelors,10,Separated,Exec-managerial,Not-in-family,White,Female,3409,0,38,United-States,<=50K
26,Private,276129,Some-college,10,Never-married,Adm-clerical,Husband,White,Male,97779,0,21,Portugal,<=50K
39,Private,102907,HS-grad,13,Married-spouse-absent,Exec-managerial,Husband,White,Male,16971,42,29,United-States,<=50K
33,Self-emp-not-inc,293725,HS-grad,16,Separated,Prof-specialty,Husband,White,Female,16819,0,48,United-States,>50K
29,Private,149125,HS-grad,10,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,39920,1,45,United-States,<=50K
29,Private,108196,Some-college,6,Married-civ-spouse,Exec-managerial,Wife,White,Male,55121,0,35,England,<=50K
40,Private,128128,HS-grad,7,Never-married,?,Not-in-family,White,Male,11369,19,29,Outlying-US(Guam-USVI-etc),>50K
22,Private,132558,Assoc-acdm,9,Never-married,Adm-clerical,Own-child,White,Female,3,0,39,United-States,<=50K
51,Private,77285,Some-college,10,Married-civ-spouse,Tech-support,Own-child,White,Male,99394,0,37,United-States,<=50K
19,Private,401122,11th,7,Never-married,Craft-repair,Husband,Black,Male,42446,1,54,Dominican-Republic,<=50K
20,Private,270994,Some-college,13,Never-married,Prof-specialty,Husband,White,Female,40369,284,31,Cuba,<=50K
44,Private,61472,Bachelors,9,Never-married,Other-service,Not-in-family,White,Male,595,0,54,United-States,<=50K
35,Local-gov,62092,Bachelors,7,Never-married,Exec-managerial,Husband,Black,Male,96062,21,53,Japan,>50K
44,Private,318004,HS-grad,11,Married-civ-spouse,Tech-support,Not-in-family,White,Male,87803,845,50,United-States,<=50K
47,Private,298497,Some-college,8,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,78917,66,32,United-States,<=50K
24,Self-emp-not-inc,193315,Some-college,9,Married-civ-spouse,Other-service,Own-child,Other,Female,56769,0,36,United-States,<=50K
68,Never-worked,284835,Masters,13,Married-civ-spouse,Adm-clerical,Own-child,White,Male,18195,7,45,United-States,>50K
49,?,108162,HS-grad,8,Divorced,Prof-specialty,Husband,White,Male,1837,0,51,United-States,<=50K
19,Private,14859,HS-grad,14,Never-married,Sales,Unmarried,White,Male,10462,3,46,Mexico,>50K
20,Private,274888,Some-college,7,Married-civ-spouse,Sales,Husband,White,Female,41651,3,18,United-States,<=50K
71,Private,49661,7th-8th,8,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,2609,0,27,United-States,<=50K
36,Private,431766,Masters,12,Never-married,Other-service,Husband,White,Male,67165,0,31,United-States,<=50K
53,?,236225,9th,16,Divorced,Sales,Not-in-family,White,Female,96042,818,68,United-States,<=50K
32,Private,125576,HS-grad,14,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,12951,0,61,United-States,<=50K
63,?,437496,HS-grad,12,Married-civ-spouse,Other-service,Not-in-family,White,Male,97128,10,32,United-States,<=50K
18,Federal-gov,121953,Some-college,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,2656,0,11,United-States,<=50K
56,Private,46350,Assoc-voc,10,Widowed,Adm-clerical,Husband,White,Male,83946,0,19,United-States,<=50K
27,State-gov,158297,Some-college,14,Never-married,Sales,Husband,White,Female,13699,106,56,United-States,<=50K
46,Private,189654,5th-6th,9,Never-married,Adm-clerical,Not-in-family,Black,Male,84053,0,45,United-States,>50K
35,?,186165,Assoc-voc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,409,12,21,United-States,<=50K
40,Private,154838,Some-college,10,Never-married,Other-service,Husband,White,Female,30817,0,31,United-States,<=50K
37,Private,156793,Masters,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,184,2,21,United-States,<=50K
24,Private,277649,Bachelors,11,Divorced,Prof-specialty,Not-in-family,White,Male,11932,0,36,United-States,<=50K
34,Private,71938,Masters,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,8272,275,26,?,>50K
41,Federal-gov,171748,HS-grad,11,Never-married,Prof-specialty,Not-in-family,White,Male,70516,0,59,United-States,<=50K
48,Private,102571,Some-college,7,Married-civ-spouse,Protective-serv,Unmarried,Black,Female,6488,0,14,United-States,<=50K
25,Private,243251,Some-college,10,Married-civ-spouse,Other-service,Not-in-family,White,Female,73284,0,38,United-States,<=50K
32,?,86988,11th,14,Divorced,Adm-clerical,Not-in-family,White,Female,14,0,56,United-States,>50K
39,Private,107684,9th,12,Never-married,Adm-clerical,Own-child,White,Female,84292,128,37,United-States,<=50K
25,Private,204727,Some-college,9,Never-married,Handlers-cleaners,Own-child,White,Male,22711,0,56,United-States,>50K
57,Private,100502,HS-grad,11,Never-married,Craft-repair,Husband,White,Male,72704,101,43,United-States,<=50K
38,?,98975,Bachelors,9,Never-married,Prof-specialty,Husband,White,Male,9220,321,39,?,<=50K
33,Self-emp-not-inc,444114,Assoc-acdm,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,3407,0,15,United-States,<=50K
35,Private,134572,Bachelors,15,Never-married,Machine-op-inspct,Husband,White,Female,74861,114,22,United-States,<=50K
39,Private,79298,Bachelors,6,Never-married,Sales,Other-relative,White,Male,68736,0,34,United-States,<=50K
28,Private,111453,Some-college,6,Married-civ-spouse,Other-service,Own-child,White,Male,11085,0,50,United-States,<=50K
28,?,286281,Bachelors,13,Never-married,Craft-repair,Husband,White,Male,37831,57,48,Ireland,<=50K
45,Private,68313,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,61720,0,35,United-States,>50K
32,Private,100642,Bachelors,13,Never-married,Tech-support,Husband,Black,Female,16061,0,31,United-States,<=50K
44,Self-emp-inc,85804,Bachelors,11,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,57061,1,56,United-States,<=50K
35,Private,146259,Bachelors,11,Married-civ-spouse,Sales,Own-child,White,Male,43916,0,32,United-States,<=50K
25,Local-gov,365220,Assoc-acdm,11,Never-married,Sales,Unmarried,White,Male,3747,0,47,United-States,<=50K
37,?,216503,HS-grad,7,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,57427,0,39,United-States,<=50K
25,Private,469390,HS-grad,8,Never-married,Exec-managerial,Husband,White,Female,1447,0,17,United-States,<=50K
34,Private,69880,Bachelors,11,Married-civ-spouse,Sales,Husband,White,Female,5290,115,25,United-States,<=50K
27,Private,324908,12th,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,57685,0,37,United-States,>50K
35,Private,68007,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,59913,0,37,United-States,<=50K
43,Private,324697,Some-college,16,Married-civ-spouse,?,Husband,White,Male,78575,0,53,United-States,>50K
40,Private,371499,Masters,10,Married-civ-spouse,Protective-serv,Husband,White,Male,53119,0,35,Philippines,<=50K
29,Private,254596,Bachelors,10,Married-civ-spouse,Sales,Not-in-family,White,Male,1527,0,34,United-States,<=50K
29,Private,332434,Bachelors,13,Never-married,Craft-repair,Husband,White,Male,34097,152,47,United-States,<=50K
23,Private,562092,Prof-school,8,Widowed,Exec-managerial,Husband,Black,Male,4335,0,59,South,<=50K
19,Private,60132,Some-college,7,Married-civ-spouse,Adm-clerical,Wife,White,Male,57451,0,27,United-States,<=50K
24,Private,109750,Masters,14,Divorced,Adm-clerical,Own-child,White,Female,96927,7,36,United-States,>50K
61,Private,209386,HS-grad,13,Married-civ-spouse,Adm-clerical,Own-child,White,Female,3171,0,43,United-States,>50K
50,Private,154283,HS-grad,9,Separated,Transport-moving,Own-child,White,Female,70558,0,52,United-States,<=50K
20,Private,188298,Some-college,8,Never-married,Sales,Wife,White,Female,2739,0,24,United-States,<=50K
41,?,365622,Some-college,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,98874,0,32,United-States,<=50K
60,State-gov,124486,1st-4th,11,Widowed,Sales,Husband,White,Male,11184,288,47,United-States,>50K
24,Private,52250,9th,12,Never-married,Sales,Wife,Black,Male,52084,0,27,United-States,<=50K
41,Private,23136,HS-grad,5,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,98229,0,43,United-States,<=50K
27,Private,380896,5th-6th,13,Never-married,Machine-op-inspct,Unmarried,White,Male,95566,0,42,United-States,>50K
37,Self-emp-not-inc,178925,HS-grad,10,Married-civ-spouse,Protective-serv,Not-in-family,White,Female,3858,509,54,Vietnam,<=50K
47,Private,77332,Some-college,12,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,28335,0,45,United-States,<=50K
62,Private,115764,10th,8,Divorced,Exec-managerial,Not-in-family,White,Male,20,0,31,United-States,>50K
43,Private,205265,Assoc-acdm,9,Never-married,Prof-specialty,Own-child,White,Male,6786,1,53,United-States,<=50K
24,Self-emp-not-inc,148243,Bachelors,12,Never-married,?,Husband,White,Male,12296,0,53,United-States,<=50K
68,Local-gov,172232,HS-grad,10,Divorced,Exec-managerial,Own-child,White,Male,43643,0,40,United-States,<=50K
54,Private,40546,10th,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,47798,20,55,United-States,<=50K
44,?,523736,Bachelors,9,Never-married,Prof-specialty,Husband,White,Male,2370,408,32,United-States,<=50K
42,?,104442,Some-college,11,Divorced,Machine-op-inspct,Not-in-family,White,Female,30337,0,51,United-States,<=50K
36,Self-emp-not-inc,296628,HS-grad,8,Never-married,?,Wife,Asian-Pac-Islander,Male,3638,0,21,United-States,<=50K
26,Private,296279,12th,12,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,11128,0,43,United-States,>50K
35,Private,314526,HS-grad,15,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,30316,0,35,United-States,<=50K
50,Private,240285,11th,9,Divorced,Other-service,Unmarried,White,Male,45549,0,41,United-States,>50K
38,Private,254099,Some-college,11,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,4218,0,16,United-States,<=50K
34,Private,97555,Masters,7,Never-married,Adm-clerical,Own-child,White,Male,16388,1,43,United-States,<=50K
30,Private,395737,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,13588,0,11,United-States,<=50K
30,Private,74391,11th,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,84332,12,35,United-States,>50K
28,Private,195756,HS-grad,9,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Female,20174,0,24,United-States,<=50K
17,Private,347676,7th-8th,8,Never-married,Other-service,Husband,White,Male,79858,21,42,United-States,<=50K
34,Private,136605,HS-grad,12,Married-civ-spouse,Exec-managerial,Own-child,White,Male,1306,1,32,United-States,<=50K
50,Private,383685,Bachelors,7,Married-civ-spouse,Farming-fishing,Own-child,White,Female,42621,2,20,India,<=50K
24,Private,380515,Bachelors,12,Married-civ-spouse,Sales,Unmarried,White,Male,448,176,32,United-States,<=50K
79,Private,271013,11th,6,Separated,Priv-house-serv,Not-in-family,White,Male,1741,188,26,United-States,<=50K
56,Private,102369,Prof-school,13,Divorced,Machine-op-inspct,Husband,White,Female,51561,4,38,United-States,<=50K
32,Private,109994,Bachelors,6,Never-married,Adm-clerical,Husband,White,Male,1345,3,57,United-States,<=50K
54,Private,116227,Doctorate,14,Married-civ-spouse,Prof-specialty,Own-child,White,Male,8512,130,21,United-States,>50K
29,Private,317392,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,34416,0,18,Columbia,<=50K
50,Private,111334,11th,14,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,63980,0,48,United-States,>50K
31,Private,182971,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,95559,0,34,?,<=50K
22,Local-gov,117673,HS-grad,10,Never-married,Other-service,Husband,Black,Female,12686,11,37,United-States,<=50K
68,Self-emp-not-inc,134155,Masters,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,84966,0,42,United-States,<=50K
66,Private,228635,7th-8th,6,Divorced,Exec-managerial,Husband,White,Male,98769,0,40,United-States,>50K
36,Federal-gov,147878,HS-grad,6,Married-civ-spouse,Prof-specialty,Wife,White,Female,98634,1,40,United-States,>50K
25,Private,491409,HS-grad,8,Married-civ-spouse,Other-service,Not-in-family,White,Female,60,0,62,United-States,<=50K
31,Private,236366,Bachelors,16,Never-married,Handlers-cleaners,Husband,Black,Male,47548,0,31,United-States,>50K
29,Private,206547,Bachelors,12,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,3013,116,49,United-States,<=50K
42,Private,110641,HS-grad,11,Widowed,Adm-clerical,Husband,White,Male,36909,29,53,Mexico,<=50K
34,Private,32548,Some-college,6,Divorced,Transport-moving,Husband,White,Male,3225,175,48,United-States,<=50K
42,Private,304899,11th,7,Never-married,Sales,Not-in-family,White,Female,5093,0,20,United-States,<=50K
21,State-gov,133484,Some-college,11,Married-civ-spouse,Prof-specialty,Own-child,Black,Female,793,0,25,United-States,<=50K
59,Private,32075,Assoc-voc,7,Divorced,?,Unmarried,White,Female,15364,0,68,United-States,>50K
65,Private,415328,HS-grad,7,Divorced,Exec-managerial,Husband,Other,Male,38457,0,33,?,<=50K
34,Self-emp-inc,252076,HS-grad,12,Never-married,Prof-specialty,Own-child,White,Female,73296,0,48,United-States,<=50K
41,Private,39275,Some-college,9,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,4100,0,50,United-States,<=50K
64,Self-emp-not-inc,63047,Some-college,12,Married-civ-spouse,Prof-specialty,Husband,White,Female,86802,518,47,United-States,>50K
63,Private,55804,1st-4th,14,Married-civ-spouse,Prof-specialty,Own-child,White,Male,71011,0,47,United-States,<=50K
34,State-gov,372289,HS-grad,11,Never-married,Sales,Husband,White,Male,31311,0,27,United-States,<=50K
33,Private,258980,7th-8th,12,Divorced,Craft-repair,Husband,White,Male,8816,0,34,United-States,<=50K
75,Private,75950,10th,13,Separated,Prof-specialty,Not-in-family,White,Male,26008,70,50,United-States,<=50K
21,Private,290802,9th,10,Never-married,Exec-managerial,Husband,White,Male,97048,0,58,Mexico,<=50K
57,Private,82702,11th,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,23974,0,37,United-States,<=50K
27,Local-gov,43351,Some-college,11,Widowed,Other-service,Husband,White,Male,94486,0,67,United-States,<=50K
52,Self-emp-inc,238173,Bachelors,12,Divorced,Craft-repair,Own-child,White,Female,10,0,39,United-States,<=50K
19,?,247459,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,37901,0,34,Guatemala,<=50K
34,Private,341856,Masters,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,2228,6,25,United-States,<=50K
65,?,113907,10th,9,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,23051,1,32,United-States,<=50K
40,Private,347137,HS-grad,8,Married-civ-spouse,Prof-specialty,Own-child,White,Female,94411,2,32,Cuba,<=50K
46,Private,185468,Masters,10,Married-civ-spouse,Prof-specialty,Own-child,White,Female,4,343,20,United-States,<=50K
23,Private,223625,Some-college,11,Married-civ-spouse,?,Wife,White,Male,670,124,46,United-States,>50K
23,Private,92892,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,8614,72,39,United-States,<=50K
50,Private,63317,Bachelors,4,Married-civ-spouse,Transport-moving,Husband,White,Male,636,0,25,United-States,<=50K
34,Self-emp-not-inc,184590,HS-grad,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,14813,0,59,Canada,>50K
37,Private,143048,Bachelors,10,Widowed,Protective-serv,Unmarried,White,Male,13515,0,58,United-States,<=50K
31,Private,238072,10th,11,Never-married,Sales,Husband,White,Male,99982,37,52,United-States,>50K
67,Private,295916,Bachelors,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,92933,0,47,United-States,<=50K
50,Private,105050,Doctorate,10,Never-married,Adm-clerical,Own-child,White,Male,99881,268,68,Philippines,>50K
32,Self-emp-inc,383116,Some-college,6,Never-married,Exec-managerial,Wife,White,Male,41673,0,28,United-States,>50K
32,Private,282537,Some-college,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,95638,0,34,United-States,<=50K
24,Private,67721,HS-grad,12,Divorced,Prof-specialty,Husband,Black,Female,30493,0,52,United-States,<=50K
42,Private,62251,7th-8th,8,Separated,Sales,Husband,White,Male,13008,0,33,United-States,<=50K
24,Local-gov,435088,Bachelors,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,5477,0,39,United-States,<=50K
34,Private,185717,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,24398,0,51,United-States,<=50K
55,Private,145019,HS-grad,8,Separated,Adm-clerical,Unmarried,White,Male,10,0,34,United-States,<=50K
45,Private,158484,11th,11,Never-married,Prof-specialty,Unmarried,White,Male,82076,0,43,United-States,<=50K
43,Private,150075,Some-college,10,Never-married,Other-service,Own-child,Black,Male,94260,7,30,United-States,<=50K
53,Private,174950,HS-grad,12,Divorced,Sales,Husband,White,Female,98124,0,44,United-States,<=50K
46,Private,190393,Some-college,11,Never-married,Exec-managerial,Other-relative,White,Male,157,45,39,United-States,<=50K
21,Private,263804,Some-college,13,Divorced,Other-service,Unmarried,White,Male,4039,0,46,United-States,>50K
36,Private,158729,9th,9,Never-married,Exec-managerial,Unmarried,White,Male,2,0,23,United-States,<=50K
46,Private,114815,HS-grad,8,Married-civ-spouse,Craft-repair,Own-child,White,Male,3,356,27,United-States,<=50K
18,?,153965,Bachelors,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,9915,0,35,United-States,>50K
22,Private,283423,Some-college,6,Separated,Priv-house-serv,Husband,White,Male,863,0,36,United-States,<=50K
29,Private,261453,Some-college,10,Married-civ-spouse,?,Other-relative,White,Male,75540,0,17,United-States,<=50K
44,Private,221303,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,97818,13,45,?,>50K
28,Private,52885,Some-college,15,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,97567,190,39,?,<=50K
18,Self-emp-not-inc,131281,HS-grad,14,Never-married,Exec-managerial,Husband,White,Male,3962,0,43,United-States,<=50K
57,Private,90469,HS-grad,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,13,0,54,United-States,<=50K
26,Private,35340,7th-8th,13,Never-married,Handlers-cleaners,Husband,White,Male,97173,309,66,United-States,>50K
28,Private,563198,Bachelors,15,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,51246,2,53,United-States,<=50K
30,Local-gov,139998,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,41575,0,61,United-States,<=50K
26,?,64984,HS-grad,12,Married-civ-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,27916,0,47,United-States,<=50K
39,Self-emp-not-inc,92854,Bachelors,11,Never-married,Exec-managerial,Unmarried,White,Male,61828,0,42,United-States,<=50K
27,Private,114507,Some-college,6,Never-married,?,Own-child,White,Female,62,0,18,United-States,<=50K
26,Private,87803,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,48,United-States,>50K
20,Local-gov,178106,HS-grad,7,Separated,Adm-clerical,Own-child,White,Male,28637,0,38,United-States,<=50K
43,Self-emp-inc,84257,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40118,1,59,United-States,<=50K
25,Private,346590,Bachelors,7,Never-married,Other-service,Husband,White,Male,13067,78,22,China,<=50K
25,Private,189573,Some-college,9,Never-married,Exec-managerial,Not-in-family,Black,Male,21,0,35,United-States,<=50K
20,Private,17913,HS-grad,11,Never-married,Machine-op-inspct,Husband,White,Male,74141,28,28,United-States,>50K
44,Private,83521,Some-college,10,Divorced,Other-service,Husband,White,Male,49378,14,42,United-States,<=50K
58,Federal-gov,310659,5th-6th,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,25546,0,54,United-States,>50K
25,Private,75062,11th,11,Never-married,Transport-moving,Own-child,White,Male,90308,0,41,United-States,<=50K
35,Self-emp-not-inc,229474,Prof-school,12,Married-civ-spouse,Other-service,Unmarried,White,Female,53203,0,35,United-States,>50K
40,Self-emp-inc,482505,9th,10,Separated,Other-service,Husband,White,Male,282,65,51,United-States,>50K
